listing_id,id,date,reviewer_name,comments,listing_name,host_id,host_name
104099,3234331,1/2/2013,Scott,Daniel responded quickly to my last-minute request and his guesthouse was great! It's conveniently located near Barton Springs and Zilker Park and just a short drive to downtown. Comfortable and clean I'll definitely be recommending it to friends for their visits to Austin!,Zilker Guesthouse ,213651,Daniel
781716,3233772,1/2/2013,Jacob,My family and I had a great stay at Atomic Ranch! The house has a very cool vibe and is in a great location. It was the perfect base of operations during New Years Eve. Angel was a very helpful host and I highly recommend staying at one of her locations.,Atomic Ranch in Nucleus of S Austin,880571,Angel
628034,3229422,1/2/2013,Seema,"Andrew and Crystal's place was an amazing lovely home away from home.  It was cozy and convenient to the Austin night life. It feels like the two of them thought of all the details a guest would need on vacation.  Crystal communicated with me frequently to make sure everything was ok and to give suggestions.  We felt very well taken care of!
Thanks
Seema",Boutique Style in Hip East Austin ,2436512,Crystal
50310,3224727,1/2/2013,Kresha,Sevylla was a wonderful host! She was warm and accommodating and gave us some great tips on places to check out while in Austin. The studio was clean well equipped and steps away from the #7 bus line stop which takes you downtown. We had a wonderful time there and would definitely stay again!,Super Hip South Austin Studio,230553,Sevylla
139693,3227094,1/2/2013,Ilya,Great place surrounded by nature. It feels like you staying a fifty miles from town but it's just 5 minutes walk to a bus stop and 25 minutes ride to Downtown.,Eco nature retreat in community ,681301,Coleman
320466,3230908,1/2/2013,Charlie,Had a great time. Christian was very helpful and accommodating. Great surround sound with speakers that work on the roof which made for a great party. ,3BR/2BA Rooftop Deck East Downtown,1642082,Christian
296286,3217585,1/2/2013,Michael,Andi is a great of a host as I think we'll ever find. She kept in great communication and was also incredibly considerate. Her recommendations were spot-on. The apartment itself is very well located and worked out great for us. I'll definitely be looking to the apartment again next time I'm in Austin. If you're in town definitely see if any of Andi's listings are available. You won't regret it!,Charming Apartment-BEST LOCATION! A,11349,Alexandria
304808,3234008,1/2/2013,Valerie And Dan,Clean independent room with its own bathroom. if you are looking for more a hotel experience this is for you. Chris was friendly and easy going. It was nice to be able to come in and out without disturbing the whole household. The house is close to everything by bike. If you are going for a walk head towards town the neighborhood to the east is less desirable. ,Spanish Hacienda mile from downtown,1566930,Chris
244785,3221573,1/2/2013,Emily,We stayed in the Aerie on our wedding night/New Year's Eve and it was perfect for us.  It was comfortable and well appointed and I love the construction as well.  I will definitely want to stay with Belle and Allen any time we want to get out for an evening.,Mid Week Special!!,1284548,Gwen & Richard
69810,3215979,1/2/2013,Heather,"This is a long overdue review for Dolina and her absolutely charming guest house. My partner and I were in Austin for the first time for a friend's wedding over New Year's Eve (phone number hidden)) which was being held at nearby Mercury Hall. Given the timing of the event we decided it would be ideal if we could find a place to stay within walking distance of the venue and we could not have been more pleased to find this property.

Firstly I wanted to say that Dolina was very prompt in her responses to our initial inquiries and very obliging in providing additional information about transport issues the surrounding neighborhoods and the city in general. This made planning a lot easier since we were in unfamiliar territory. When we arrived we couldn't have been more pleased with the casita. The space is thoughtfully arranged and decorated very clean and feels quite private. (My partner wondered more than once whether we ought to leave our Sydney apartment and build ourselves a little home modeled on this one out in the Australian bush!) Dolina politely left us to our own devices but was always readily available if we needed anything.

We would quite happily stay here again and would recommend the property unreservedly to anyone who was keen to stay in the area. In terms of value for money you certainly can't beat it. ",Cozy Casita Near Downtown in SoCo,82762,Dolina
363079,3231778,1/2/2013,Avni,This house is huge. Within the first 5 minutes I got lost twice. We were 8 people and still had beds to spare. Its obvious that Courtney has really put in alot of effort in keeping the house looking amazing expecially the kitchen and dinning area which were very welcoming. Courtney was very responsive and I would stay here again if I had a large group (8 to 10 people).,Vintage Tudor in SoCo,1835217,Courtney
340164,3234220,1/2/2013,Rusty,Had such a god time I came back three days later. Recommended.,Office bedrm with private entrance ,1631335,Peggy
276522,3249227,1/3/2013,Emily,Very cute and comfortable condo. Worked great for two people. Heather was very communicative and helpful. Close to everywhere we wanted to go. ,Chic Cozy Condo near Zilker Park,1407108,Heather
644773,3253510,1/3/2013,Gerald,"Simon went above and beyond to make sure we had an enjoyable stay evening going to the extent of making special requested arrangements. The space was beautiful spacious well furnished and comfortable.  The pictures really don't give the experience justice.

If you've stumbled upon this guest house give it serious consideration I guarantee you won't be disappointed it definitely exceeded my already high expectations. Happy travels! - Gerald ",Southwestern Adobe Guest House,10615,Simon
356521,3252372,1/3/2013,Jesse,I can say that my trip down here was very good the overall area had a good outdoors area along with it being eco so I was happy to stay there it was quite wonderful with some of the things they used in their place to help nature and not damage it I would say that Coleman was a very good host all in all this was a good place.,nora'S ROOM  on nature preserve ,681301,Coleman
256464,3255383,1/3/2013,Colin,Matt was great and the location close to S. Congress is excellent. Great food and shopping nearby easy to get to downtown. Compare prices with the nearby Hotel San Jose and you'll see what a great deal this is. This house was perfect for a short one-person stay in Austin. ,A Baby suite on SoCo in room bath,1348968,SoCoBnB /Matt
692220,3248491,1/3/2013,Drew,"Our stay at Garret's place was really nice. It was clean comfortable and even stocked with a few beers he left in the fridge for us. He also let us use a couple of his bikes since we didn't have a car and they worked out great for us. We were able to get around town easily from his place. It was maybe a 10-15 minute bike ride to downtown and there were lots of great places to eat and drink that were within biking distance.

Garret was very easy to work with and gave us some great recommendations on places to go and things to do. He was out of town when we arrived but stopped by later in our stay to help us with a flat bike tire. He seemed like a nice guy and was really helpful.

Though overall our stay was great there were just a couple negatives. Right before we arrived a cold front moved in to Austin and it got pretty cold. The place had two space heaters but it wasn't quite enough to keep it at a cozy temperature. Something you probably don't need to worry about normally in Austin but it was quite a bit colder than usual this time of year. On the plus side he had plenty of blankets on the bed to keep us warm at night.",My Treehouse Home in South Austin,3539325,Garret
577499,3256091,1/3/2013,Harley,Great experience! The hosts were very communicative and went out of their way while on vacation to make sure we were settled. Accommodations were way beyond expectations. Great place to stay very highly recommended.,Sunny Zilker Neighborhood Studio,2839795,Margo
224979,3236904,1/3/2013,Alice,This place was perfect! It is not only adorable and decorated with care and taste it is SO convenient! We were right where everyone wants to be-- SoCo! The bed linens and pillows were wonderful! Finally a place with comfortable soft pillows! Nice big TV great little kitchen (love not having to eat every meal in a restaurant) fully equipped with a coffee pot toaster etc. and a really nice bathroom-- spacious and clean as can be. Joe left clear explicit directions on getting into the house so even though we got there late and we had never been there before it was all good. Thanks Joe. This was a real find and we will be sure to spread the word to others we know traveling to Austin. Thank you!!,Guest Cottage 2 Miles To D/T,1151576,Joe & Bella
280457,3245742,1/3/2013,Kortney,Wonderful cozy property that is well managed by kind folks. Everything you need is within walking distance and the bikes are a great idea (though it was too cold the days we were visiting). Thanks Leslie BJ and Star for making our visit memorable. ,Verde Camp/ South Congress 2BR + ,57304,Bj
368156,3253292,1/3/2013,Swarat,Overall we had a good stay. The room is tiny - smaller than it appears in the photo - but the bed was comfortable and we slept well. Location is great - highly walkable area. Matt's pets are very sweet and friendly which is great as long as you like animals and don't mind having a cat come into your room from time to time. The bathroom is nice and clean. You might want to bring your own shampoo. ,Private Room B With Bath on SOCO,1348968,SoCoBnB /Matt
576243,3240389,1/3/2013,Megan,"Cindy's place was wonderful! The location was perfect and the accommodations were lovely. The apartment was decorated beautifully and was quite comfortable--especially the big comfy bed and the gorgeous kitchen. Cindy provided all the comforts of home and was never more than a text message away. I have already recommended this spot to friends.
",Cotton Street Suite: Central East!,1733143,Cindy
244785,3258577,1/3/2013,Andrew,Lovely place. Smells wonderfully of wood. Spacious airy. Easy and enjoyable experience.,Mid Week Special!!,1284548,Gwen & Richard
304866,3257292,1/3/2013,Roze,"Just stayed at Jim O's in SoCo last week with my daughter. We had a BLAST!!! It was really cold and wet (usual for Austin lately) but still thoroughly enjoyed it. Jim and the menagerie of folks coming / going through made it extra special. Samuel the ""6th St. Cowboy"" was fun :-) Jim has 2 white mules and a brown one on site. Super cool goats and a rockin' fire ring down by the creek. Magical place he is making even better. 

It's ""high funky Austin cool"" at it's best! Great healthy munchies in the fridge SUPER nice guy lots of groovin' low key activity going on right there and really close to everything 'cool' about Austin. LOVED IT! We'll be back. Try to make the PotLuck on site if you can. THANKS JIM! & SAMUEL! Really rockin' fun :-)  Hugs to all! ""R&D""",Big cute clean RV in SxSAustin!,1568741,Jim O'
431722,3254427,1/3/2013,Ian,excellent apartment exactly as described. very clean and comfortable. the host had great communication before and during our stay and lives above the apartment in case there are any issues which there weren't for us. the location of the apartments brilliant with easy access to Many of the best places in Austin whether by car bus bike or walking. would stay again during future visits.,Zilker & Barton Springs Cabin.,2146434,Brenda
324552,3242476,1/3/2013,Ruth,"Matt's studio apartment is exactly as he describes.  It is in a perfect location with a private entrance that leads directly to S Congress.  We arrived 45 mins late and Matt was very helpful and accommodating.  He kindly  told us that we could call or text him at any time. Wifi is available which was great.  We are a couple in our 60's and this was our first airbnb experience.  The following review is based on our personal preferences and is not a reflection of Matt or the information given by him but we hope it will be helpful to other people at our ""stage of the game""  We did not have good weather in Austin and the apartment has no comfortable place to sit and read a book - the only seating is 2 hard kitchen chairs.  There are no windows in the apartment - the doors have glass in them but for privacy the blinds need to be closed.  If you are tall the shower will be a problem for you.  There were no drinking glasses wine glasses coffee filters - only 2 mugs and a few plates no chest of drawers.  The cupboard door was broken off its hinges and could not be closed.  Having said that we loved Austin and this location was perfect - walking distance to downtown great restaurants S Congress theaters Lady Bird Lake. We are simply looking for a few more amenities than offered at Matt's Studio apartment.  Ruth and Ian Robertson",South Congress private SOCO Studio ,1348968,SoCoBnB /Matt
294708,3272896,1/4/2013,Laura,The reservation was canceled 9 days before arrival. This is an automated posting.,Excellent Proximity Austin 4bd 3ba,1523587,Dallas
219202,3264929,1/4/2013,Megan,Edie was such a fantastic host she was even kind enough to pick us up from the airport upon our arrival! Her bungalow is comfortable and well-decorated in an ideal location for walking to downtown and it was great to have access to the bikes while we were there. I would happily stay there next time we're in Austin!,Quiet Bungalow- short walk downtown,1134885,Edie
367445,3263385,1/4/2013,Jean,This casita was just perfect for our week long visit to Austin!  The inside was clean and comfortable.  Unfortunately we had locked ourselves out but when we had to bother the host  to get back in she was very understanding.We would not hesitate to stay here again.,Charming Hyde Park Casita,1855238,Caroline
383689,3269415,1/4/2013,Chris,The place is great with plenty of space to sleep three people. The location is amazing too close to 6th Street East 6th Rainy Street and SoCo. Had a great time and Jamie's instructions were spot on!,Modern Loft in the Middle of Austin,1921749,Jamie
522136,3261995,1/4/2013,Jodi,"Words can't really do justice to this AMAZING HOST and PEACEFUL SPACE! It's more of a feeling that you've been blessed. 
Alexis was 100% on top of EVERYTHING. From creating a warm welcoming wonderful space to prompt text replies to careful attention of her guest's unique needs Alexis made sure of my utmost comfort and enjoyment. I came to Austin to recharge my superpowers and left feeling the best I had in a long time. Thanks Alexis and Thanks to all the lovely folks about town. Don't hesitate to enjoy Austin from the OASIS. Cheers
Jodi ",Downtown Oasis - Quiet Retreat!,2567934,Alexis
256464,3272499,1/4/2013,Zac,This was my first trip to Austin and a good one at that. Matt was helpful and told me about the cool local bars on Rainy Street. His home was awesome & I would def visit again. ,A Baby suite on SoCo in room bath,1348968,SoCoBnB /Matt
5769,3272727,1/4/2013,So Young,It was a pleasant stay as usual! I love this home! :-),NW Austin Rooms,8186,Elizabeth
224979,3283506,1/5/2013,Kyle,Being new to the Air BnB community I must admit I was nervous about how this might work.  Joe was professional with a nice welcome packet that clearly lined out how the BnB would work and the very basic common sense guidelines he wished for us to keep in mind.  He was also personable and even was willing to help us with the possibility of a second vehicle even though there was just one parking space for the BnB.  We didn't need to utilize this but he was so conscientious and helpful all the way through.  The home was immaculate and was carefully appointed for every basic need a guest could have.  I will definitely stay at one of Joe's properties unless he is booked.    As to being new to Air BnB well Joe has set the bar high.  I can't imagine it being any better than this!,Guest Cottage 2 Miles To D/T,1151576,Joe & Bella
543363,3273999,1/5/2013,Adam,Elizabeth's studio is in a great location with easy walking or driving access to different parts of the city - and it's a short walk to Torchy's Tacos a.k.a some top-shelf trailer tacos! My girlfriend and I stayed for eight days and were very pleased with the studio which is small and cozy and has a very comfortable bed linens towels and kitchen implements as needed. We would happily stay at socohouse again.,South Congress Studio perfect 4 2!,1674160,Elizabeth
5769,3281265,1/5/2013,Ju,The night at Elisabeths and David's place was my first airbnb experience and it definitely was a good one. They  answered all the questions I had and made me feel like I were at my own home. Moreover they helped a lot with touristic stuff. Last but lot least the bed was really comfortable and I loved the decoration style in the bathroom.,NW Austin Rooms,8186,Elizabeth
69810,3283536,1/5/2013,Nancy,My boyfriend and I had a wonderful time staying at the the birdhouse! The place was incredibly cozy charming and well stocked with a great assortment of books–– we would have been happy just staying in and reading for an entire week! Dolina was a lovely host and had provided us with tea coffee fruit and chocolates. The location is great-- very central but at the same time tucked away so it was nice and quiet. Lets just say we didn't want to leave! We would definitely stay here again!,Cozy Casita Near Downtown in SoCo,82762,Dolina
324552,3284800,1/5/2013,Lorraine,Matt was a great host - after a difficult start in Austin for me Matt was able to accommodate a last minute request to stay in the studio unit.  I couldn't have been happier with the place (perfect as pictured!) the host and the location.  SOCO in Austin is a lot of fun and Matt is such a laid-back gentleman with some sweet pets.  Thanks Matt! :),South Congress private SOCO Studio ,1348968,SoCoBnB /Matt
78974,3293311,1/6/2013,Sergio,This is a great place for two people.  The location couldn't be better: close to everything on S. 1st S. Congress and downtown.  Plenty of great restaurants and coffee nearby.  It is also very private and Dan's garden is great.  Highly recommended., 78704 Detached Garden  Cottage ,424835,Dan
685447,3293507,1/6/2013,Cole,Jim O was completely accommodating and saved my hide with some extra blankets when I was ill-equipped for the weather.  Very Cool Spot.,EZ Camping = SxSAustin4,1568741,Jim O'
68130,3294728,1/6/2013,Allan & Cindy,Very well furnished place. If you are tall - like over 6 ft. then the bathroom/shower might be too small for your taste. But worked out great for us. Nice private carriage house. ,Hyde Park Flat - Bamboo Floors,336916,Drew
70659,3305350,1/7/2013,Federico,Totally lovely and charming place  perfect for our weekend getaway. It was very clean and private. It is very convenient to the freeway and so quiet. My wife loved the impressionist artwork. We stayed there with our 2 dogs and it was great to be able to let them explore the yard. We only bumped into Sara once the whole time.  There was plenty of parking on the street and it was a safe neighbourhood. The  cafe Cherrywood around the corner had really good food tacos especially. The best part is that everything is close by downtown is less than a 7 minute drive so we were able to explore Zilker Park walk part of the trail and check out the famous 6th street..(a bit too youngish for us..). Don't forget to bring a laptop as there is no TV (couldn't miss my soccer team playing) but there are plenty of books. We would definitely stay there again if we ever found ourselves in Austin.,Private Cottage-Near UT/Hyde Park,359112,Sara
321857,3304013,1/7/2013,Howie,Christian was a great host.  Easy and friendly to communicate with and his place was exactly as advertised.  I would definitely stay at this place again next time I'm in Austin.  ,Awesome 2BR/2BA Downtown Austin Apt,1648227,Chris
603084,3298498,1/7/2013,Debbie,"This house was perfect for my out of town guests. We had to find a place at the last minute and Joseph couldn't have been more accommodating! I paid for the rental on Wednesday night and it was ready for occupancy at 1 pm the very next day with a bottle of champagne in the fridge for our celebration! The house is very well appointed and comfortable. I will recommend this house to any out of town guests I have in the future!
Thanks Joseph!!",Modern Spacious 3/2/2 South Austin,1282837,Joseph
321636,3297300,1/7/2013,Paul,Great hosts great city great Spartanette! Definitely one of the most unique and enjoyable Airbnb experiences we have had yet. Sara was a wonderful host offering us her hospitality (providing us with drinks and a bottle of champagne upon arrival) as well as many local recommendations. The Spartanette is surprisingly spacious and superbly remodeled and decorated. We ended up bringing our own bicycles which made the East Austin location perfect for exploring all parts of the city. Overall we had a great experience and will not hesitate to stay in the Spartanette the next time we are in Austin.,Chic 1953 Spartanette Guesthouse,1647037,Sara
379988,3299778,1/7/2013,Cassandra,Jennifer and her boyfriend were very friendly and welcoming. The room and bathroom were clean. The house is very close to Austin and she was quick to offer a ride to the bus stop and anywhere they were going out for the night. The dog and cats were nice too :-) I would book here again for sure! The little house in the backyard was awesome too great set up back there.,Room Close to downtown ,1907305,Jen
78831,3300380,1/7/2013,Paol,"The Ollington's apartment was the perfect place to stay in every way imaginable - the location was great (Hyde Park is a lovely neighbourhood) the host and his family was just the best and Wallace (the dog) was so much fun to play with.
I can't think of a better place to stay and I will try to stay here every time on future visits to this amazing city.
Definitely worth the visit even from far-away Germany!",Cool Hyde Park efficiency apartment,423840,Marcus
300574,3305338,1/7/2013,Joseph,"Visited Veronica's cottage while taking some time away from work..and well..life.  I couldn't have found a better place.  It was just as described groovy..and hip.  Most of the items throughout the space I could only visualize how they came to be where they were.  

The place was quite warm quiet and just what we needed..relaxing.  ",RETRO GROOVY AND Hip Cottage/LOFT ,167892,Veronica
244785,3300096,1/7/2013,Butch,What a lovely place! It was very quiet and well built. I will be recommending this place to others.,Mid Week Special!!,1284548,Gwen & Richard
78974,3311839,1/8/2013,Mali,"Dan was very communicative. Even though he was out of town he arranged for his friend to set everything up for us. She even called to ask us what time we would be arriving. 

The studio had everything we needed to be comfortable. It was surprisingly cold for Austin while we were visiting and the small heater worked great. The location was exactly what we were hoping for. A cute and quirky Austin neighborhood a few minutes drive from downtown. 

The only suggestion I could make for future renters is to arrive before dark or bring a flashlight! Dan has a great garden that includes a lot of cacti. We had to navigate around them in the dark by the light of our phones... 
", 78704 Detached Garden  Cottage ,424835,Dan
522136,3309764,1/8/2013,Allen,Its a very nice and quite spacious condo. Its well kept maintained and well stocked. It feels very cosy and comfortable. A nice home away from home is how it feels. Its situated in a quiet neighbourhood which adds to the home away from home feel. Location is near the university campus grounds but in Austin I strongly recommend you get a car as the buses here leave alot to be desired. The owner Alexis was very helpful and communicative. She is a great host. I had a great stay.,Downtown Oasis - Quiet Retreat!,2567934,Alexis
327911,3312991,1/8/2013,Rusty,Excellent. Coffee and friendly company. Recommended.,Lovely Room -On Bus Line!,1631335,Peggy
383603,3309848,1/8/2013,Mike,Such a great place I just can't leave.  Thanks for being a great roommate!,Cozy Little House... walk downtown,1901242,Leslie
166561,3314599,1/9/2013,Melanie,Thoroughly enjoyed our stay at the bungalow! Sovay was very accommodating. Great location! Easy to walk anywhere or access public transport. Great little place to stay!,SOCO ItZ bitZ Bungalow ,347068,Sovay
244785,3318731,1/9/2013,Nicholas,I was in Austin for an interview. Belle went above and beyond to help with finding good places to eat transportation and all things Austin. I highly recommend the Aerie Guest House. ,Mid Week Special!!,1284548,Gwen & Richard
324552,3319667,1/9/2013,Jenna,Great place location dogs and Matt was pleasant and put us up last minute in the private studio in the back which was  clean modern and comfy. The only negative was that there was a major work crew ripping up a foundation next door which made it tough to sleep in but hey who wants to sleep through vacation? Would definitely stay there again thanks Matt! ,South Congress private SOCO Studio ,1348968,SoCoBnB /Matt
644773,3323507,1/10/2013,Toshi,I had a great stay and would definitely go back.,Southwestern Adobe Guest House,10615,Simon
368156,3324923,1/10/2013,Kevin,Matt's great!  The room was tiny but perfect for me and my girlfriend.  It had it's own bathroom and closet space (sort of).  I loved it and would come back again.,Private Room B With Bath on SOCO,1348968,SoCoBnB /Matt
379988,3324319,1/10/2013,Andrew,Jennifer was flexible in my late arrival time and made sure that I had all that I needed.  Her separate backyard minihouse looks like a very fun spot although I stayed in the main house.  Large room comfy bed and friendly pets.  I didn't get to spend much time with Jennifer because I was on a tight schedule.  I would definitely recommend this as a good value.  ,Room Close to downtown ,1907305,Jen
628034,3326445,1/11/2013,Hannah,This is an absolutely lovely apartment lovely linen beds and lounge to chill in.  Great big kitchen.  We loved our stay here.   Crystal was a great host very communicative and helpful with suggestions about where to go in Austin.,Boutique Style in Hip East Austin ,2436512,Crystal
244785,3328580,1/11/2013,Mike,The location is great. House was spotless warm and beyond comfortable.,Mid Week Special!!,1284548,Gwen & Richard
224956,3328348,1/11/2013,Julie,I visit Austin frequently and stay at Joe's properties as often as possible. I recently had the opportunity to stay at the Hideaway for the first time and I absolutely loved it. It was  well decorated and very comfortable. I slept like a baby! The location is ideal (close to SoCo and downtown) and based on my experience there is no better host than Joe. I highly recommend this property. ,Guest Villa 2 Miles To D/T,1151576,Joe & Bella
104099,3330807,1/12/2013,Ken,Daniel is a great host and the apartment is wonderful. Lots of room with a king sized bed very comfortable linens walk in closet and a beautifully remodeled kitchen. The neighborhood is quiet but within walking distance to a convenient bus stop that will take you downtown in just minutes. There is private backyard with 2 entrances to the guest house. I provided a grocery list to Daniel a few days before my stay and when I arrived the fridge was stocked with the items I needed. He even let me borrow his bike for a trip to nearby Zilker Park which is beautiful. The experience was fantastic from start to finish. I have no regrets and will definitely stay here again if I ever get back to Austin. Thanks Daniel.,Zilker Guesthouse ,213651,Daniel
321857,3335094,1/12/2013,Bryan,Great experience.  The apartment is in a great location and as presented.  I will stay again when I return to Austin.  Christian was a pleasure to work with and responded to any questions we had promptly.  ,Awesome 2BR/2BA Downtown Austin Apt,1648227,Chris
69352,3332105,1/12/2013,Brian,Helpful owner Sovay made my stay very comfortable.,Enchanting Zilker Cottage~Downtown,347068,Sovay
296286,3332081,1/12/2013,Geirfinnur,Andi's apartment was everything I was seeking for. In a walking distance from the city center with loads of cafes and restaurants in the neighborhood and two nice bedrooms kitchen/living-room and a bathroom. If I ever get so lucky to visit Austin again I will first check to see if this apartment is available. Thank you Andi for a pleasant stay:),Charming Apartment-BEST LOCATION! A,11349,Alexandria
343462,3335750,1/12/2013,Marty,This studio location allowed us to see a side of Austin that we usually miss.  It was very spacious and had all the comforts of home.  The cute owl mugs restaurant-row shower curtain and unique wall decor made it fun and not too fussy.  Our boys appreciated the grand piano and basketball goal.  Rachel was able to accommodate us on very short notice and even made delicious cookies for us when we arrived. ,Charming Family Friendly Apartment,1742984,Rachel
765098,3338837,1/13/2013,Jim,By luck I discovered Airbnb and found Carrie's listing in Austin.  Carrie made us feel welcome and we found her apartment perfect for our extended stay.  The location to downtown Austin and the trendy SoCo (South Congress) restaurants and shops made it easy to walk or take a short drive to all of our favorite places.  I love that the apartment is part of a wonderful older home in a wonderful walkable neighborhood.  We would not hesitate to come back.,Historic Apartment Travis Heights,1708289,Laura
72833,3338331,1/13/2013,Erika & Carey,The Cottage is truly ADORABLE - it gets great light is the perfect size and is well laid out. Andy and Ellen go above and beyond by providing fresh organic foods paraben-free toiletries good linens great restaurant recommendations guides and directions an awesome radio (Austin has terrific stations!) really good books and 2 bikes with helmets all in good condition. They even allow you to use their washer and dryer! They were very gracious easy and laid back hosts. There were a couple of pretty MINOR drawbacks: the heater is a tad on the loud side the bikes needed a little cleaning before use (just a quick rinse really) and the neighbors were doing what seemed like a small renovation project a couple of days which wouldn't normally be a big deal but we were trying to escape our landlord's endless renovations and wanted to lay around and read in the mornings. Please don't let these little things discourage you from staying here (we just like to be totally up front and thorough). We had a wonderful time and instantly felt right at home. We never even had to knock on their door because they thought of everything we could have wanted! ,Central Cottage with bikes!,378744,Andy & Ellen
658102,3338275,1/13/2013,Sam,"My time in Austin was made so much better by Jennifer and her beautiful little house.I was in town to play a few concerts and was unfamiliar with the area in which her rental was in I contacted Jennifer and she replied ""No Problem I will come and pick you up!"" I couldn't be happier with the experience and totally recommend it. ",Tiny House Privacy near Downtown,1907305,Jen
690984,3344309,1/14/2013,Danielle,Steve was a great host! He left us very thorough directions for everything and his place was immaculate when we arrived. The apartment was in a perfect location also easily accessible to all of the downtown bars and restaurants. I highly recommend staying at Steve's place!,Perfect 4 Executives/Professionals,3531593,Steve
539839,3346985,1/14/2013,Erik,Simple - clean - relaxing.,Comfortable Family Vacation House,2484820,Sheila
321636,3349781,1/14/2013,Dayna,This was one of the most unique and enjoyable Airbnb experiences. The vintage trailer was amazing. Remodeled and designed beautifully. It was the perfect stay for a weekend getaway to Austin. Sara was a great host. She was there to great us and took time to make sure we were settled in. I would highly recommend staying here!,Chic 1953 Spartanette Guesthouse,1647037,Sara
14577,3348435,1/14/2013,Madeleine,As usual Verde Camp and our host Bj were awesome! Great location a couple blocks off South Congress in a residential neighborhood (all the benefits of central location none of the noise and parking issues of being on SoCo). Cottage was adorable perfect for a couples night away or a relaxed stay with friends! Well-equiped spacious and insanely comfortable bedding/mattress. Would absolutely and WILL absolutely return for another stay when we have more time! Thanks again!,Verde Camp / South Congress 1BR + ,57304,Bj
