listing_id,id,date,reviewer_name,comments,listing_name,host_id,host_name
214795,834586,1/3/2012,Kathryn,Kristi's place was a great jumping off point for exploring Austin and she was such a wonderful host. Her place was very easy to find and there was plenty of parking. She was also very open to being contacted if we needed anything. When we got into her home she had provided us with a map with some key locations highlighted a cable channel listing for the TV a bottle of Champagne (we were there over New Years) and coffee. Her place was very cute clean and comfortable. She even tolereated our dogs (which they greatly appreciated!!) We would definately stay there again. My only complaint is that the hot water was a bit touchy but that's not under her control and she did warn us about it. GREAT PLACE!!,Cute Condo in Coolest Part of Town!,1109019,Kristi
78757,845005,1/6/2012,Tim,I had a really pleasant stay in this karmic house.  Alyson was congenial and a very respectful host.  Thank you Alyson. ,Lotus House Queen Bed/Bath Beauty,374529,Max
69352,843490,1/6/2012,Linda,Great location and wonderful people.  I would stay here again. ,Enchanting Zilker Cottage~Downtown,347068,Sovay
166561,840386,1/6/2012,Andy,Very much enjoyed our stay in Sovay's adorable guest cottage.  She has paid attention to all the little details and we really had a great time.  We'll absolutely plan to stay with her again on our next visit!  Thank you so much Sovay!,SOCO ItZ bitZ Bungalow ,347068,Sovay
72833,844781,1/6/2012,Barbie,This was a charming clean safe light place to stay in a great location. The hosts Andy and Ellen greeted us showed us around and then made sure we knew how to reach them if we needed something and then they were upfront in the house nearly invisible in that good way. Never intrusive but quick to respond to any question or need. Kept the fridge stocked with great organic yummies that we all loved. I only wish we could have stayed longer. ,Central Cottage with bikes!,378744,Andy & Ellen
244785,844399,1/6/2012,Elizabeth,i booked belle's guesthouse for my sisters' visit since i live in a tiny trailer these days. it was perfect for us - great central location cozy places to sleep plenty of room to hang out and just a beautiful and comfortable space to come home to after a day out and about. ,Mid Week Special!!,1284548,Gwen & Richard
69810,842451,1/6/2012,Andrew,Dolina was extremely accommodating and her place was perfect for our stay in Austin. I would definitely recommend staying here and will hopefully stay again soon.,Cozy Casita Near Downtown in SoCo,82762,Dolina
183269,846549,1/7/2012,Rebecca,We LOVED staying at Scott's place. We felt so comfortable were so close to the coolest bars and restaurants and the porch was heaven. We cannot wait for our next trip back to Austin and hope it's at Scott's!,Fun East Austin Home for ACL SXSW!,387260,Scott
166561,848222,1/7/2012,Alex,"Awesome stay in Austin at Sovay's SOCO Bungalow!
Great location very clean place... it had everything we may have needed and then some. 
Plus Sovay was super helpful recommending places and things to see etc.
Would definitely come back!
",SOCO ItZ bitZ Bungalow ,347068,Sovay
50310,848367,1/7/2012,Roman,Sevylla was a really friendly welcoming host. The room is really big and beautifully decorated. Highly recommended!,Super Hip South Austin Studio,230553,Sevylla
78884,848076,1/7/2012,Lisa,thie place is very clean although quite small..  llynne bought us fresh milk for our coffee which was a nice touch.  great location if you want to run/jog/walk on the ladybird trail which is 2 blocks away.  Zilker park is just a little further.,Beautiful Cozy Zilker Park  Condo ,424158,Lynne
224979,850767,1/8/2012,Dan,The property was perfect - private clean and well furnished. Joe provided clear and easy guidelines for the stay. I wouldn't hesitate to stay here again. ,Guest Cottage 2 Miles To D/T,1151576,Joe & Bella
78757,852873,1/9/2012,Jennifer,Alyson is amazing! Such a warm wonderful person as is the Lotus House. Superb location in South Austin easy walking/biking distance to S. Lamar or a short drive to anywhere downtown. Definitely recommended!!!,Lotus House Queen Bed/Bath Beauty,374529,Max
69352,851263,1/9/2012,Janet,I really enjoyed Sovay's place -- it was conveniently located to all of the fun spots on the south side of Austin and the place itself was immaculate and filled with everything a traveller could need from expresso maker to hair dryer to coffee table full of Austin books and magazines.  Sovay herself was very welcoming informative and gracious -- and so generous as to give me a ride to the airport when our paths crossed during my departure.  I would without question stay at Sovay's again.  Thanks Sovay!. ,Enchanting Zilker Cottage~Downtown,347068,Sovay
78831,853810,1/9/2012,Michael,Marcus was friendly and accommodating.  He and his property are good representations of Austin.  We enjoyed having our own space with a private entrance.  The room was as described.  The kitchenette area was small so don't expect to prepare any feasts but it's good for storing and heating up leftovers.  Yes as another reviewer pointed out someone was living in a separate space upstairs and we heard them walking around occasionally but we never saw them.  A good choice if you're looking for a semi-private space on a funky piece of property in one of the best neighborhoods in Austin hosted by a very cool guy.  ,Cool Hyde Park efficiency apartment,423840,Marcus
224956,851135,1/9/2012,Heather,The Hideaway is a small nicely decorated equipped and clean unit in a quiet central Austin neighborhood.  We enjoyed our stay and were always close to the spots we wanted to visit in and around the city.  We never found ourselves wishing for anywhere different.  Thank you for making it available to visitors like us!,Guest Villa 2 Miles To D/T,1151576,Joe & Bella
57187,855394,1/10/2012,Amanda,Lois' place was exactly what we (4 of us) needed for a fun and easy trip to Austin.  Well located near restaurants coffee places and major roadways we felt able to fully experience the city - all the while feeling confident that our return to Lois' would leave us relaxed and rested for the following day's activities.  A great space and a great hostess. ,Zilker Park Fun Funky Peaceful,272156,Lois
166561,854710,1/10/2012,Jen,The cottage itself was just as described and was such a great location to visit the shop restaurants and music venues on South Congress.  I really appreciated the little touches such as extra toiletries in the bathroom and M&Ms the kitchen etc.  There was more street traffic noise than I expected but overall it was a very nice stay.,SOCO ItZ bitZ Bungalow ,347068,Sovay
72833,854674,1/10/2012,Angie,Andy and Ellen were great hosts. They helped us out with any information we needed and Andy gave us some great tips on good music and music venues in Austin. The fridge was stocked with goodies and the cottage was peaceful and very comfortable. Can confidently highly recommend this place. We'll definitely be back!,Central Cottage with bikes!,378744,Andy & Ellen
296286,855725,1/10/2012,Daisy,"My BFF and I decided to explore Austin b/c 1.  low airfare and 2. bbq meats! 
This cozy apartment was very convenient to downtown school campus Zilker Park capitol building etc. because the bus stop is just down a block. What made Andi's place great was that it had a kitchen that I could cook in since we were staying for 4 nights. Pots and pans and utensils were readily available and the bathroom shower ran wonderfully. I hate going to hotels where the water pressure is low. She even had bath towels. Our beds were comfy as we both had our own bedrooms as well. AWESOME! Wireless internet connectivity was superb. Bars restaurants food trucks were minutes away. Super cute and affordable stay. Thanks Andi! ",Charming Apartment-BEST LOCATION! A,11349,Alexandria
69810,854396,1/10/2012,Naomi,We loved the casita -- it was beautifully designed functioned perfectly for the two of us and had the added benefit of outdoor spaces for entertaining. The Faulks were lovely and helpful. Altogether it was a splendid experience!,Cozy Casita Near Downtown in SoCo,82762,Dolina
78757,859000,1/12/2012,Eileen,I had a great time staying with Alyson!  The house is just beautiful and Alyson was so so helpful and nice.  She even saved me food from her potlucks which I took to lunch (I was in town for a conference) - lucky me!  The airbed was a really quality one - I slept great.  I would totally come back!  Oh yeah and the cat (dear prudence!) is adorable - I wanted to steal her!,Lotus House Queen Bed/Bath Beauty,374529,Max
219202,859206,1/12/2012,Mandy,Edie and Alberto were gracious enough to let me stay in their bungalow with very short notice after my plans unexpectedly changed. After a hectic day I was immediately relieved seeing their bungalow. Not only is it in a really great location (near all the 6th Street East Austin fun) but the bungalow itself is gorgeous and incredibly cozy. It had everything that one would need and I especially loved the considerations for the environment (recycling and a water heater/conserver). The very best part of my stay however was meeting Edie and Alberto. I was in Austin for just a brief time and they had so much great advice and are really interesting warm people. I would very much look forward to staying with them again if my husband and I needed a place when we're back in Austin. I highly recommend them and their little bungalow.,Quiet Bungalow- short walk downtown,1134885,Edie
202187,859132,1/12/2012,Andrew,Location very convenient to South Congress downtown and UT.  Very down to earth family was very welcoming and accommodating but not intrusive.  Apartment was very clean and cozy.  Can't complain about a single thing.  A+.,South Congress Studio Apartment,989596,John
263905,860758,1/13/2012,Meghan,"this house is seriously incredible. if i could i'd give it 6 stars. i wish we were able to stay longer! joe couldn't have been a better host. he was so easy to communicate with and responsive and made our time in austin perfect. i'd highly recommend staying here!

i'm still dreaming about the amazing kitchen and bathroom both of which had brand new appliances - and the house is so cute and bright! it was spotless when we arrived and we couldn't have been more comfortable.

it's also located in a great neighborhood - nice and quiet and residential but so close to great restaurants and bars in the neighborhood. seriously the perfect place to crash while you're exploring all the awesomeness austin has to offer. 

if you're coming to austin and you're not staying here then you're making a huge mistake! can't wait to come back.",2BR/2BA Modern Bungalow Hip Soco,1384629,Joe
83322,860017,1/13/2012,Eli,Bill and Melissa gave us more than we could have expected out of our first airbnb stay.  The place was beautiful inside and out and was suited perfectly for a couple looking to get away from the busyness of a downtown stay.  Unfortunately we didn't get to meet Melissa on this trip but Bill was very helpful knowing and downright friendly! We would both highly recommend staying here to anybody looking for a relaxed atmosphere and a romantic setting.,Loft on Cupid's Bluff,454099,Melissa & Bill
104386,859365,1/13/2012,Nora,This home was perfect for the three of us in terms of location size and presentation. It was super clean had all the amenities needed plus some extra details such as OJ muffins sodas in the fridge. The home is very well appointed with thick towels very comfortable beds and furniture. We had a wonderful time and felt like a little bit of home. Thank you Mary!,South Austin Cottage 78704 - 2BR,543367,Mary
78831,862133,1/14/2012,Carlos,Memorable experience,Cool Hyde Park efficiency apartment,423840,Marcus
75174,862447,1/14/2012,Jim,David was a great communicator and the place was perfect. I travel to Austin regularly and will stay at the condo again.,Waterfront Condo on Lady Bird Lake,393905,David
76497,863309,1/15/2012,Chloe,We had such a great time Ashley is an amazing host and her place is fantastic feels like home!,FAB 2 bDR where Airbnb CEO stays!,177441,Ash
50310,863567,1/15/2012,Jess,"My partner and I really enjoyed our stay with Sevylla!
The studio is nice and big has a great vibe and is very private. Sevylla is very informative hospitable and super interesting to hang out with.
The bus ride into downtown is really straightforward it leaves from across the street and runs regularly. The neighborhood is also very quiet at night we slept really well.
Highly recommended.",Super Hip South Austin Studio,230553,Sevylla
57187,866063,1/16/2012,Robb,Lois's  place was the perfect addition to our Keep Austin Weird experience. Even tho Lois was out of town she still checked in on us giving us the best reccomendations for food and fun. The Magnolia Cafe for breakfast and Sunday Gospel Brunch at Maria's Taco Express is a must. Every needed detail about this eclectic bugalow is exactly as shown and even better in person. The only thing I would change is the shower head. One of those rain heads would be perfect in the small but very functional shower stall. I highly reccomend this fun freaky place to stay.,Zilker Park Fun Funky Peaceful,272156,Lois
276522,865184,1/16/2012,Christina,"Our stay at Heather's condo in Zilker Park was truly enjoyable from start to finish. 

I keep replaying the moment as we walked through the door. [Visualize speaking in slow motion] ""Whoaaa... this.. is.. so...cool!! Noo.. wayyy!!! Woow!...""

Communication and check in all a breeze. Heather was very helpful and responsive. The kitchen was well equipped TV wifi comfy bed and clean washing facilities were provided. Great location spacious and very comfortable. I hope to stay there on my next trip! We did not want to leave this condo on our last day!! 
",Chic Cozy Condo near Zilker Park,1407108,Heather
78974,866381,1/16/2012,Ryan,Great time wonderful room and excellent host!  Garden was beautiful despite most of the plants being in the greenhouse I'm certain it's amazing in Spring/Summer.  Close to pretty much everything I'd definitely stay here again!, 78704 Detached Garden  Cottage ,424835,Dan
256464,867097,1/16/2012,Lauren,My boyfriend came to visit from out of town and we were on a very tight budget and matt was very accomodating. His house is beautiful and spacious. The room is upstairs so there is plenty of privacy and the bathroom is huge and very nice. The place was clean and comfortable. I will definitely be staying there again! Thanks for everything Matt!,A Baby suite on SoCo in room bath,1348968,SoCoBnB /Matt
113779,866239,1/16/2012,Amy,Really enjoyed this little spot. It was comfortable cozy and in a great location from which to explore Austin. Pete was organized helpful and very returned communications promptly and professionally. Overall a great find.,Spacious 1BR w/ Office in Hyde Park,578211,Pete
72706,864634,1/16/2012,Linda,This is indeed a charming bungalow.  My husband and I stayed for a few days before and during our daughter's Austin wedding.  We were centrally located to all of our venues and to great restaurants.  The house was comfortable for cooking and eating as well as for heating those left-overs from great Austin eateries.,Walkable Charming & Central Home,377618,Susan
78831,866841,1/16/2012,Kimberly,Marcus was a great host! We arrived to find local coffee and beer in the fridge and he even recommended a great breakfast place! The apartment was super cute and we can't wait to visit again! ,Cool Hyde Park efficiency apartment,423840,Marcus
304808,867085,1/16/2012,Neriza,"Great location in Austin lots of things going on central east side of town.
The room was clean and comfortable Chris a nice host. ",Spanish Hacienda mile from downtown,1566930,Chris
69810,866545,1/16/2012,Rany,"Summary: beautiful close to SoCo/6th st/Downtown and UT very safe and private full amenities brilliant host.

The photos of the casita are beautiful but actually being in the space and staying there was divine. As I explored the place and all it's charms and thoughtfulness laid out by our host Dolina I was more excited to stay here in the Casita than to explore the city the evening I arrived. Hunger eventually drove me out and I was within a short 5 minute or less drive to Downtown/6th street Zilker Park a mile from the heart of SoCo. UT was about a 10-15 minute drive. I could not image a better location close enough to everything I wanted to visit but not waking up to people trampling across the sidewalks of the casita like some places. I would definitely recommend the Casita to friends and family. I even started to feel guilty for not bring an extra friend to share the experience with us. 

Extras: comfy bed fluffy pillows thoughtful treats of chocolate tangerines coffee cream and tea. Also a glorious collection of books to read and plenty of space to sprawl out and enjoy them. After confirming with Dolina I was able to have a very flexible check out time.",Cozy Casita Near Downtown in SoCo,82762,Dolina
120230,869069,1/17/2012,LuzCarmen,"Lisa's condo was GREAT! She left some awesome tea wine and water as well as a welcoming note for us! The condo allowed for such easy access to downtown Austin as well as the restaurants shops and parks in the area! The neighborhood is nice and quiet her condo is well organized and neat. The bed is comfy and the entire space is very lovely. 

We had the pleasure of meeting Lisa; she was so welcoming on our way out- such an accomplished and well traveled woman! I'd deinitely stay again!",Darling Condo Near Zilker Park,360967,Lisa
244785,867850,1/17/2012,Marilyn,The Aerie Guest House was the perfect place for our stay in Austin.  Plenty of roadside parking 2 bedrooms.  Very comfortable and Belle was a great hostess!.,Mid Week Special!!,1284548,Gwen & Richard
5456,867366,1/17/2012,Rayna,Sylvia's apartment was warm and comfortable with total privacy. Sylvia was happy to give us tips for getting around Austin as well as good recommendation for food. Her place is just a short walk From the CBD with just a short 10 or 15 minute walk to the main entertainment strip. Recommended. ,Walk to 6th St and Convention Ctr,8028,Sylvia
83322,868044,1/17/2012,Jed,"Melissa and Bill's loft was great! Such a peaceful and beautiful location. Makes you feel like you're staying out in the country but just a short drive to everything in Austin. Melissa and Bill were great hosts right down to the little details--wifi information bottles of water in the fridge etc.

I would highly recommend anyone to stay here when visiting Austin!",Loft on Cupid's Bluff,454099,Melissa & Bill
224979,870720,1/18/2012,Susan,We stayed at the cottage for two nights and it was perfect for our brief stay in Austin!  Great convenient location and close enough to So-Co but far enough away to enjoy some quiet time!  We are tired of regular hotel rooms these days so it was great to have a full kitchen and some room to move around.  The cottage was very clean and comfortable and we would definitely consider staying there again!,Guest Cottage 2 Miles To D/T,1151576,Joe & Bella
202187,870806,1/18/2012,Alexander,The place was great! Perfect location quiet reasonably priced. Loved talking with John Molly and their kids too.,South Congress Studio Apartment,989596,John
296286,870758,1/18/2012,Stacy,We so enjoyed staying at Andi's apartment.  Fantastic location--easy walking distance into downtown but also has some really awesome spots even closer by.  There was a bit of a hiccup with the electricity when we first arrived but Andi was very attentive to getting it fixed quickly.  She was the perfect host!  Would gladly stay here again. ,Charming Apartment-BEST LOCATION! A,11349,Alexandria
78898,870558,1/18/2012,Terry,"I stayed w/ Jaime while I was in Austin for a week looking for permanent housing. I will recommend her place to my friends when they come to visit in Austin.

Great bargain for about the perfect Austin location for someone that wants live music and restaurants in Austin. Guest house is NOT large but you would be crazy to spend your time in Austin inside. 

Jaime is super-sweet and very accommodating.

Everything was very clean. Coffee Maker and Microwave made for cheap breakfasts. Bed is just a futon but it wasn't bad. I was there in January so weather was 70' down to 35'. Window AC and Heater were adequate. 

Less than a mile to Saxon Pub (my fave Austin Blues Bar) and 2.5 to Continental Club (my fave Austin Americana Bar). 6th Street Bar Scene has a lot of everything and is about 3 miles away. Great restaurants include Maria's Maudie's. and Mr. Natural.  Great spots for sports include Red's Porch and Black Sheep. 

Enjoy Austin.... and by all means keep Austin Weird!",South Austin studio guest house,424128,Jaime
166561,872261,1/19/2012,Jessica,My boyfriend and I stayed for a few nights at the it Z bit Z bungalow and loved it! Great location and cute place to stay. I would recommend staying here for anyone visiting Austin.,SOCO ItZ bitZ Bungalow ,347068,Sovay
5769,871583,1/19/2012,Beth,Elizabeth and David provide an economical comfortable safe choice. They are good people and I enjoyed my two weeks in their home. ,NW Austin Rooms,8186,Elizabeth
296286,873838,1/20/2012,Paul,Great Place Really charming sweet little neighbourhood! Would recommend this place to everyone and anyone. ,Charming Apartment-BEST LOCATION! A,11349,Alexandria
57187,875551,1/21/2012,Andy,Lois's place (and her car)  are cultural icons for Austin a must see for both visitors and locals alike. Her place captures a certain 'je ne sais quoi' of Austin and fits right into the Soco seen. I would like very much to be her neighbor someday.,Zilker Park Fun Funky Peaceful,272156,Lois
69352,874109,1/21/2012,Dana,Austin is an incredible city and there was no better place to stay than at Sovay's. The house is quiet and clean and is at a close distance to the city centre which allows you to have the best of both worlds. Sovay provides you with everything you could need on your trip and is always helpful when you have questions or in my case needing to use her washing machine and dryer. I highly recommend staying with Sovay staying in Zilker made my holiday to Austin a great one and I felt right at home. Thank you Sovay for all your help. I will definitely be back!,Enchanting Zilker Cottage~Downtown,347068,Sovay
78831,874883,1/21/2012,Martha Lynn,I booked this place for family guests that were in town visiting and Marcus was an incredible host.  My in-laws were psyched and I felt confident about the quality of the accomodations and the surrounding area. Everybody had a great week thanks in large part to Marcus' hospitality. ,Cool Hyde Park efficiency apartment,423840,Marcus
72833,875959,1/22/2012,Heather,Andy and Ellen were great hosts - very welcoming and helpful but not at all intrusive. The cottage is in a great location - a short drive from the airport and an even shorter drive to downtown and UT.  The running/biking trail is a short walk away.  The neighborhood felt very safe.  The cottage is very clean and comfortable and we had everything we needed.  The fresh healthly breakfast foods were wonderful and we appreciated all of the personal touches.  The dogs are very cute and were no bother at all.  This is a great alternative to a hotel (and cheaper too?)  Thanks for sharing your lovely place with us! ,Central Cottage with bikes!,378744,Andy & Ellen
69810,877024,1/22/2012,Katherine,Dolina was a wonderful hostess and I absolutely loved the property.   It definitely exceeded my expectations.  This was my first stay with AirBNB and Dolina has set the bar very high.  The property was immaculate very comfortable and everything felt brand new.   The size of the cottage is perfect for one couple and it was decorated beautifully!  I really appreciated the art work and fun usage of color around the cottage.  I would absolutely stay there again on my next visit to Austin and HIGHLY recommend this casita.  ,Cozy Casita Near Downtown in SoCo,82762,Dolina
78974,880063,1/23/2012,Jeff,Nice comfortable little garden apartment in the Soco area. Dan the owner is a very generous and accommodating host. He happened to be out of town so the property's caretaker Joe was there to show me around. Good guy. Highly recommended., 78704 Detached Garden  Cottage ,424835,Dan
166561,877936,1/23/2012,Missy,I had a great time there at the SOCO Bungalow.  Everything I needed was there...it was clean and relatively quiet.  Sovay offered to take me to the airport when I couldn't get ahold of my ride...she was very accommodating! I would recommend singles or couples to stay there anytime!  The location was pretty close to where I wanted to be...only a 20-25 minute walk to downtown.  Also Sovay was always quick to respond if I had a question/concern!,SOCO ItZ bitZ Bungalow ,347068,Sovay
296286,878262,1/23/2012,Andrea,"We rented Andi's charming apartment on East 6th for 2 wonderful nights! 

Although I did not meet Andi in person she was very helpful and easy to communicate with. The apartment itself is very cute comfy and in a fantastic location. Andi has done a fantastic job putting this apartment together. It is expertly and cleverly decorated and has a very cozy feel. 

 We chose the bold-colored bedroom and the bed was super comfortable.The great pillows soft / poofy duvet and comfortable mattress made it a little difficult to find the motivation to get out of bed in the morning to begin our Austin adventures!

The location of the apartment is absolutely unbeatable. You can easily walk to the bars on 6th street and there a few neat places on East 6th to visit. 

I can't recommend this apartment enough! We will definitely be back!
",Charming Apartment-BEST LOCATION! A,11349,Alexandria
244785,879391,1/23/2012,Jill,Wonderful guest house and location with a very gracious host! Belle was extremely sweet flexible helpful and accommodating. She provides a very clean and comfortable place to stay in a terrific location in Austin. I had no problem walking downtown and to cafes and bars but it's also an easy drive or taxi ride to just about any where. The bed is super comfortable with a beautiful view of the tree tops; however if you prefer darkness bring a sleeping mask since the light comes in pretty early. I would definitely stay here again and recommend it to everyone. Good price and value. Thanks Belle!,Mid Week Special!!,1284548,Gwen & Richard
75174,879485,1/23/2012,Chris,"David was really nice and met us at the condo when we arrived.  He even left a bottle of bubbly in the fridge for us. 

The condo is very spacious especially the living room and there is a nice little patio in the back if you want to have coffee outside in the morning. 

Everything was clean and comfortable.  

The location is very central.  

I'd be happy to stay here again. ",Waterfront Condo on Lady Bird Lake,393905,David
57187,881221,1/24/2012,William,"Had a great time in Austin and highly recommend Lois's place. 

- Lois is a great host. She has a guide to the cottage and her suggestions in Austin. She is warm and welcoming and eager to help wile at the same time careful about preserving guest's privacy. 

- The space is very cool. The three futons mean that it could sleep a lot of people if necessary although it is a great size for 2. It is well located not too far from downtown but in a quiet neighborhood. A great place to rest. Furthermore the house definitely channels the ""keep Austin weird"" vibe which is really fun. 

I will definitely stay here when I return to Austin. 
",Zilker Park Fun Funky Peaceful,272156,Lois
244785,880515,1/24/2012,Marguerite,We had a wonderful experience at Aerie Guest House. We were able to come and go as we pleased and the guest house offered both privacy and comfort. Belle had set out tea water and coffee for us- and there were fresh towels and the most comfy bed. It wasn't too far from the center of town. The guest house was beautiful- only wished we could have stayed longer. Would definitely stay there again on a return trip. ,Mid Week Special!!,1284548,Gwen & Richard
5456,880207,1/24/2012,Thom,Sylvia's place is an ideal place to stay in Austin. It is located pretty much as close to Downtown you can get in a nice area of traditional Texan houses. Her guest apartment is cozy and clean as described in the listing. Sylvia also offered to pick us up and drop us off at the airport which is much more personal and cost effective than a cab. If I went back to Austin I would definitely stay here again. ,Walk to 6th St and Convention Ctr,8028,Sylvia
276522,882476,1/25/2012,Liz,I was visiting Austin with 3 of my girlfriends Heather's place was very accommodating for all of us. The pull out couch is great when you have the memory foam mattress we had no complaints! The location is also great especially when you don't have a car--the bus is such a short distance away and a taxi to downtown is only about $10. Zilker Park the Alamo Drafthouse and cute shops and restaurants are all within walking distance. I would definitely recommend anyone visiting Austin to stay at Heathers! ,Chic Cozy Condo near Zilker Park,1407108,Heather
304808,883468,1/25/2012,Chris,"I liked this place. Very clean and quiet. High ceilings.
CK",Spanish Hacienda mile from downtown,1566930,Chris
304866,883396,1/25/2012,John,"I dread most hotels. They're noisy they are in lousy neighborhoods surrounded by strip malls and fast food and they always over priced. I prefer the tranquility of camping over the amenities of room service trees over chlorinated pools and authenticity over styrofoam chain brands.

I was real lucky and happy to find Jim's listing as it sounded like my kind of place. Jim's RV is set up nice for a visitor like me. It's in a quiet part of the city on a couple acres and off the main roads. It's quite an oasis in a bustling city! It's a comfortable RV large enough to be comfortable. And Jim is a gracious and kind host who made me feel right at home from the start.

This will be the first place I check for my next visit to Austin.",Big cute clean RV in SxSAustin!,1568741,Jim O'
69810,883084,1/25/2012,Ada,"We had a wonderful stay at the Birdhouse. Like other guests have mentioned the pictures don't do it justice - there are many beautiful and thoughtful details that my friend and I kept finding and were obsessing over (we are both designers so notice these things!). Like the fact that the kitchen cabinet doors are shallow enough to stay clear of your head when open the impeccable floorplan and layout the dark penny tiles in the bathroom way the shower curtain is cut to fit perfectly in the shower and has little suction cups to keep it from billowing around. Oh and the basket of treats - organic chocolate tea and coffee. The meticulous attention to detail makes you feel like you're being taken care of so that you can simply relax and enjoy being there.
Dolina and her family were super nice and helpful hosts. Love that they compost too - was fun to contribute our coffee grounds and veggie scraps to the pile.
Location is great - Summermoon coffee bar is a short walk away and South Congress is a short drive down the street.  ",Cozy Casita Near Downtown in SoCo,82762,Dolina
83322,883172,1/25/2012,Susan,These are the most amazing people you could hope to meet.  Melissa and Bill were wonderful hosts and their loft was romantic and quiet which is just what we needed for the week of our wedding.  We have every intention of returning to stay with them whenever we are in Austin which will be a lot!  I highly recommend this place for vacation of for work.  You will love it.  The only slight drawback was the double bed and no TV.  We didn't have time to watch TV anyway but it would be nice.,Loft on Cupid's Bluff,454099,Melissa & Bill
