listing_id,id,date,reviewer_name,comments,listing_name,host_id,host_name
5456,30448,3/21/2010,Albert,"We (four friends from The Netherlands) stayed at Sylvia's appartment for 8 nights during SXSW 2010.We felt at home right away.
Sylvia was very helpfull and friendlyshe picked us up from the airport and showed us around town. She also brought us to a car rental station and to the airport at the end of our stay.She was always there  to answer all our questions. The appartment was perfectly located so we could really walk to 6th street and to other places in town were bands were playing. You do not need a car unless you want to go out of town. We had a fantastic stay and if we ever go back to Austin again we will stay at the same place again. Thanks Sylvia!!!",Walk to 6th St and Convention Ctr,8028,Sylvia
7679,30836,3/22/2010,Chantal,Courtney and Joep are very nice hosts. The breakfast buffet was fabulous with everything needed including fresh fruits and organic cereals and a cappuccino-machine! The house is located in a quite and very green neighborhood. ,North Austin garden haven,17333,Joep And Courtney
7679,32748,4/1/2010,.Aurora And Jason,Needed to add an extra night with very short notice - very flexible and accommodating! We also needed to ship some things ahead of time and they worked with us on this request. ,North Austin garden haven,17333,Joep And Courtney
5456,32742,4/1/2010,Vikki,Sylvia is wonderful and her rides around town and local recommendations were well appreciated. Apartment nice well stocked clean and had everything I needed. Located by downtown and can easily walk everywhere. Only negative was close to the highway and had traffic noise. ,Walk to 6th St and Convention Ctr,8028,Sylvia
8502,32924,4/3/2010,Naida,This was a great usable space with everything we needed.  Karen was very sweet in providing flowers pastries wine and coffee. Walkability is a bit low but we were able to do all that we wanted locally via bus for only $2/day! Karen provided just the right amount of communication and information. This is a great value :-) Thanks!,Woodland Studio Lodging,25298,Karen
7679,33180,4/4/2010,.Aurora And Jason,Very hospitable and accommodating hosts! Attentive with accommodations and in offering information/advice about the area. Good location and quick access to the interstate.,North Austin garden haven,17333,Joep And Courtney
6251,33132,4/4/2010,AsSamad,The place was great! Although it was kind of far from the activities that were going on. Other than that it was great. Nice host and a beautiful view of downtown. I will definitely stay again.....,Beautiful 1200 SQFT East Side Loft!,13096,Frederick
5456,34218,4/8/2010,Kim,"My flight to Austin was a nightmare; everything was being delayed. I can't tell you know glad I was when I finally got off the plane at 11:30pm and saw that Sylvia was still waiting for me! 

My stay with Sylvia was definitely one of the high points of my trip. Her studio was cozy and I had a very good night's sleep. Sylvia definitely went out of her way to help me feel at home and comfortable and there's really nothing I could say that would do justice to her hospitality. 

If I have the chance to go back to Austin again I will undoubtedly be staying at her studio. Meanwhile I will tell all my friends about this wonderful place.",Walk to 6th St and Convention Ctr,8028,Sylvia
5769,34528,4/10/2010,Maris,Elizabeth was really nice and friendly. She helped in any way she could. The accommodations were very nice and we had everything we needed. We had a very nice time and would stay again. ,NW Austin Rooms,8186,Elizabeth
5456,34574,4/10/2010,Hannah,A wonderful stay.  Sylvia was very accommodating and helpful.  She even left water bottles for me and my friend.  The apartment was clean and comfortable with fluffy bathroom towels lots of videos books and extra comforters.  Personally I didn't hear any noise from the highway and the location was convenient.  I appreciated the convenience of having her take me to the airport.  I definitely would recommend this place to any of my friends.,Walk to 6th St and Convention Ctr,8028,Sylvia
5456,34888,4/11/2010,Jennifer,Sylvia was a fantastic hostess who went out of her way to accommodate our various needs.  The apartment was clean quiet comfortable and within walking distance of downtown.  I would recommend Sylvia's place to anyone who is looking for accommodations in Austin and plan on staying here whenever I'm next in town.,Walk to 6th St and Convention Ctr,8028,Sylvia
6251,35106,4/12/2010,Julie,Fred was a welcoming host. The loft was clean comfortable and within walking distance to many unique bars and restaurants in East Austin. If you're without a car it's an nice walk or bike ride to downtown the Warehouse District the hike and bike trails South Congress area and everything else Austin has to offer.,Beautiful 1200 SQFT East Side Loft!,13096,Frederick
5456,36656,4/19/2010,Nainoa,It was so great staying with Sylvia. The walk to 6th street was only a few minutes and there was an IHOP a block away. I loved staying here so much.,Walk to 6th St and Convention Ctr,8028,Sylvia
5456,37824,4/25/2010,Lucy,We loved it! We were able to walk to everywhere we wanted to go and the apartment and Austin itself really felt like home by the time we had to leave. Sylvia was very helpful with giving us tips on where we might find interesting and it's obvious she really loves her town. We can't wait to go back! Barton Springs was definitely a highlight as was the Broken Spoke for attempting to line-dance. After being on the road for a while having the space and independence of a whole apartment was wonderful. Thanks again Sylvia! ,Walk to 6th St and Convention Ctr,8028,Sylvia
6251,38166,4/26/2010,Dan,Great place to stay in Austin.  Only a 5 or 10 minute drive to almost everything we did clean cool and well priced.  Couldn't ask for more!  Will definitely stay again!,Beautiful 1200 SQFT East Side Loft!,13096,Frederick
5769,39624,5/2/2010,Rachel,We had a very good experience. Elizabeth and David were extremely flexible giving us the place on short notice when we got in late. The room was comfortable and clean all we hoped for. ,NW Austin Rooms,8186,Elizabeth
5456,39554,5/2/2010,Matt,Sylvia's place is perfectly located and within walking distance of the major activities in Austin. Sylvia is the PERFECT host and has a fantastic knowledge of the city! Barton Springs is great if it's hot - hire a kayak! Austin is a very cool place to visit and hopefully one day I'll be back for SXSW!,Walk to 6th St and Convention Ctr,8028,Sylvia
21120,39490,5/2/2010,Bryan,Tammy is very friendly and keeps a clean and homey place.  It is non-smoking which was one of our requirements.  We (my wife and I) stayed for two days while attending my high school reunion.  We enjoyed our stay in the Austin area and our visit was enhansed by Tammy's hospitality.,South Austin Oasis of Relaxation ,80375,Tammy
5456,40642,5/7/2010,Susan,We could easily walk downtown to clubs (as well as just three blocks to the best barbecue restaurant in Austin) and then come home to our leafy breezy hang-out. Sylvia made sure we had everything we needed to be comfortable. ,Walk to 6th St and Convention Ctr,8028,Sylvia
6251,41300,5/9/2010,Cynthia,Great place and an excellent host.  The loft was clean comfortable and very conveniently located.  I'd definitely stay again!,Beautiful 1200 SQFT East Side Loft!,13096,Frederick
5456,41738,5/11/2010,Justin,I loved staying at Sylvia's place! It was my first time in Austin and what a wonderful cozy memorable place to stay! It was secluded and felt like I was living somewhere in the country yet I was only a few blocks from the center of the city with all the great music venues in walking distance from her place. It's so nice to have a kitchen comfortable beds and the place was so clean and inviting! Sylvia is a warm person and very giving!,Walk to 6th St and Convention Ctr,8028,Sylvia
7679,42688,5/15/2010,Randy,Very nice clean room!  The hosts are very friendly and engaging. I would recommend this room for any visitor to Austin. ,North Austin garden haven,17333,Joep And Courtney
5456,44086,5/19/2010,Mithu,We are three women in our late 20s. Sylvia's place is a wonderful home base for a visit to Austin. It is close to everything yet comfortably tucked away. The house itself has everything we needed for our stay and enough space for the three of us to comfortably hang out. The beds were so comfortable and the house was so clean. Sylvia has thoughtfully included beach towels mats and kickboards (for Barton Springs) maps and information on local activities. She is also a wealth of information about places to eat and things to do in the area. We will definitely stay here again on our next visit to Austin!,Walk to 6th St and Convention Ctr,8028,Sylvia
7679,46180,5/25/2010,Eileen,friendly and accomodating hosts  4 stars,North Austin garden haven,17333,Joep And Courtney
6251,48032,5/30/2010,Priscilla,We loved Fred's place! It was clean and comfortable! The location was also great! Thank you for everything! ,Beautiful 1200 SQFT East Side Loft!,13096,Frederick
7679,48242,5/31/2010,Richard,Joep and Courtney are welcoming intelligent and most importantly good people.  If you want a fine introduction to Austin a comfortable place to stay and meet sympatico people this is it.  Many thanks and see you sooner rather than later!!!,North Austin garden haven,17333,Joep And Courtney
5456,48250,5/31/2010,Daniel,i really cant think of a better way to have spent memorial day in austin. sylvia is extremely accomodating and the apartment and its location are perfect. anytime im back there im booking it again.,Walk to 6th St and Convention Ctr,8028,Sylvia
8502,49298,6/2/2010,Dasha,"Great place in a central location with good accessibility to downtown Austin. It had everything I needed was very spacious and Karen was very helpful.

Great value for a long term stay.",Woodland Studio Lodging,25298,Karen
5456,49772,6/4/2010,Pål,Sylvia's cozy little apartment that has all you need for a comfortable stay. Recommended!,Walk to 6th St and Convention Ctr,8028,Sylvia
6251,52050,6/12/2010,Tiffany,Fred's place is amazing! Super clean and modern free parking very safe.  Great size too.  When we couldn't find the keys at first Fred was easy to reach and helped us find them over the phone.  I would definitely love to stay here again next time I come to Austin!  Everything we wanted to go to in Austin was about a 10-minute drive too.,Beautiful 1200 SQFT East Side Loft!,13096,Frederick
5456,52212,6/12/2010,Jessica,This was my second time staying with Sylvia and it was as lovely as the first. Extra thanks to Sylvia for offering to drive me to the grocery store and for being so understanding about a check out time mix up that was totally my fault. Sylvia is an excellent hostess and the apartment is gracious and charming. Thank you again Sylvia :),Walk to 6th St and Convention Ctr,8028,Sylvia
5769,52782,6/13/2010,John,"Very nice stay for the price. Everything one would need was provided and Elizabeth went out of her way to be accommodating. I hope to have enough ""organization"" to use this facility again.",NW Austin Rooms,8186,Elizabeth
5456,56928,6/24/2010,Mary,Fantastic. Good deal. Very accommodating host.,Walk to 6th St and Convention Ctr,8028,Sylvia
5456,57236,6/25/2010,James,great place to stay in Austin! cheaper and nicer than the hotels in the city center and easy walking distance from 6th st.,Walk to 6th St and Convention Ctr,8028,Sylvia
5456,59352,6/30/2010,Troy,My girlfriend (now wife thanks Las Vegas!) stayed here for five days the end of June. The room is comfortable and secluded. Staying with Sylvia was like staying at your favorite Aunties house She was an excellent host. She took us out for a paddle in the her canoe and we had many good chats with her. Do not hesitate to stay here as you will not be disappointed. I hope she goes ahead and opens a small hotel like she was hoping to do as she would be amazing. thanks Sylvia. ,Walk to 6th St and Convention Ctr,8028,Sylvia
6251,61406,7/5/2010,Paula,Fred is an excellent host (well an excellent absentee host :)  the place is gorgeous clean and has good access to downtown and food/etc.  we rented bikes and pretty much rode everywhere from there.  i would (will?) definitely stay here again.,Beautiful 1200 SQFT East Side Loft!,13096,Frederick
7679,64174,7/12/2010,Greg,These two were such nice hosts!  It was my girlfriend's birthday and they helped me get a cake and a gift for her!  They were so nice we are seriously considering a new life in Austin!  I highly recommend them if you need a place to stay!,North Austin garden haven,17333,Joep And Courtney
5456,66140,7/18/2010,Anne,Whether you visit Austin with a few friends or someone with whom you are truly madly and deeply in love Sylvia's is the PERFECT place to stay. The apartment is quaint (love the Eiffel Tower lamp!)quiet comfortable and close to everything.  Sylvia is a kind and accommodating host.  She has provided every amenity you could want for a visit to Austin.  ,Walk to 6th St and Convention Ctr,8028,Sylvia
6413,70530,7/29/2010,Kim,My husband and I thoroughly enjoyed our stay in this lovely studio apartment.  We were here on vacation to see the sights.  The decor is calming and comfortable the patio is completely secluded and private.  Todd and Amy were helpful by giving suggestions for swimming holes nearby.  We rarely saw them just waved a friendly hand in passing.  The kitchen had all sorts of snacks and bottled water stocked which was a pleasant surprise.  Lastly the location in Travis Heights is just so convenient by either car or bus.,Gem of a Studio near Downtown,13879,Todd
5769,70930,7/30/2010,Pedro L,We had the pleasure of meeting both of them they were very friendly and helpful the NW residence was beautiful and cozy I would definately recommend anyone to stay at their home.  I for one will book them again when I return!!  FIVE STARS!!!!,NW Austin Rooms,8186,Elizabeth
5456,71621,7/31/2010,Brande,Sylvia's place was clean and cozy.  I felt very safe because you go through two gates to get to the apartment plus she has dogs.  The best part was the location - right on the edge of downtown close enough to walk if you like or you can head up to the corner and catch the bus.  Definitely check out the bus schedule - we found Austin's public transportation to be great and really cheap - 2$ for an all day pass.  Sylvia was friendly and helpful gave us some great advice for finding real Austin food.  And she has a drawer full of menus and flyers and local buying guides and some classic VHS for when you want to chill out after a long day of exploring Austin.  Highly recommend. ,Walk to 6th St and Convention Ctr,8028,Sylvia
5456,78493,8/14/2010,Cathy,My daughter and I spent a couple of nights at Sylvia's place.  It was convenient quiet and roomy for us. Helpful to have the kitchen and a stash of coffee in the frig that Sylvia was kind enough to provide.  The only suggestion I would make is that the air conditionner was not powerful enough to handle August heat in Austin. I would recommend a larger unit that would also handle the kitchen and bathroom. The bedroom got a bit hot at night...Other than that a good place to rest your head.,Walk to 6th St and Convention Ctr,8028,Sylvia
5456,79684,8/16/2010,Yvonne,We spent a couple of days in Sylvia's wonderful little apartment. The apartment was clean central cosy well-equipped and private. Couldn't have hoped for more! ,Walk to 6th St and Convention Ctr,8028,Sylvia
5769,80934,8/18/2010,Christopher,I am a newcomer to AirBnB and Elizabeth made me feel welcomed and completely comfortable.  Her house is beautiful and she goes the extra mile to make people feel at home in her home.  She has a very positive spirit that will uplift any weary traveler!,NW Austin Rooms,8186,Elizabeth
5456,81735,8/20/2010,Marcy,Sylvia was so great.  Friendly and helpful.  The apartment was sweet and homey. I hope I can visit again.,Walk to 6th St and Convention Ctr,8028,Sylvia
5456,83097,8/23/2010,Barb,"Sylvia was very nice informal and she was relaxed about when we arrived and when we left so we did not feel any stress as we found our way from the airport to her place or when it was time to pack up and leave.

The apartment is behind her historical home in its own little yard/garden. Because of its age it is a little rustic when it comes to water temp in the shower but it is cozy and cheerful. Anyone who likes historical homes (as I do) won't mind what is old but will find it charming.

The apartment was clean we had everything we needed plenty of space for the two of us plus lots of privacy and quiet. Sylvia made sure we had enough fans in the room in addition to the air conditioner which was really great for us because we are not acclimated to the hot humid Texas summers.

We did not use it but the kitchen also had anything we might have needed. 

The beds are soft which might be a concern for anyone with a bad back but we slept great and there were plenty of pillows (Yay!).

The property is in a good location not far from downtown an easy drive from and to the airport and it is also very close to a great Mexican cafe that stays open late serves the real deal Mexican food for Great prices all with really good service! We loved it.

Thanks Sylvia for contributing to our fun weekend in Austin. Your city rocks!",Walk to 6th St and Convention Ctr,8028,Sylvia
8502,85002,8/26/2010,Christopher,Karen is very welcoming and the place is exactly what I needed. Very laid back all the amenities needed for a long or short stay. ,Woodland Studio Lodging,25298,Karen
7679,85774,8/27/2010,Tory,"Courtney and Joep are a great couple with a great house! I really enjoyed my stay made me feel like home with a great room/bath just awesome!
Looking forward to see them agin very soon!
Thanks for the hospitality!",North Austin garden haven,17333,Joep And Courtney
27632,86861,8/29/2010,Albert,The host canceled my reservation.,Clarksville Condo - Minutes to DT!,119441,Angele
5456,87961,8/31/2010,Jaysond,Wonderful location and a great little studio apartment.  Sylvia was such a nice person and more than accommodating to us.  Thanks again Sylvia!,Walk to 6th St and Convention Ctr,8028,Sylvia
47559,88930,9/1/2010,Naomi,"There is nothing like this place-it is a dreamland. Aaron Aaron and Kyle are sure to win you over whether it's when they're taking you kayaking along Lady Bird Lake cruising downtown on bike to the best lounges after cooking an awesome meal taking a mo-ped tour by peddycab or just laying around in the hammocks. 
You'll have plenty of space to yourself yet feel like you're at home with old friends. 
If you rent the whole place be sure to ask these guys for advice on the best finds in Austin. 
",3/2 House On Boardwalk w/Bikes!,215755,Aaron
5769,88163,9/1/2010,Kathleen,Elizabeth is super nice and her property is lovely. It was a great place to stay.  I highly recommend it if you're in the area!,NW Austin Rooms,8186,Elizabeth
5456,89398,9/2/2010,John,The host canceled my reservation.,Walk to 6th St and Convention Ctr,8028,Sylvia
5456,89797,9/3/2010,Tory,"Silvias place is perfect! Great location and nice detached apartment with
all the needed amenities thanks for the great stay and looking forward
to talk to you again!!! ",Walk to 6th St and Convention Ctr,8028,Sylvia
5456,90343,9/4/2010,John,Sylvia was an excellent host and the place was AMAZING!  I was so comfortable there and did not want to leave.  I will stay there again when in Austin.  Thank you Sylvia!  ,Walk to 6th St and Convention Ctr,8028,Sylvia
5769,97184,9/14/2010,Melissa,Elizabeth was incredibly welcoming and accommodating.  Checking in and out with her was seamless.  She had prepared a packet of very helpful information to guide us around Austin.  The house was very comfortable and convenient.  We would definitely stay in her home again! Thank You!,NW Austin Rooms,8186,Elizabeth
5456,100883,9/20/2010,Nancy,Laura and I had a wonderful re-union in Austin with many thank you's to Sylvia!  Sylvia was a gracious host who even gave us a whirlwind tour of the neighborhood after picking us up at the airport.  The apartment was cozy comfortable quiet and well supplied (we loved the movie selection!).  We highly recommend staying here.  Thank you again Sylvia!,Walk to 6th St and Convention Ctr,8028,Sylvia
6413,101248,9/20/2010,Justin,Todd and Amy were incredible hosts. The Gem of a Studio was great! Close to all of Austin's downtown offerings. We were minutes away from great dinning live music and incredible parks. The studio is also a great home base for riding bikes around Town Lake trail. It had everything we needed for a getaway weekend. We had a great time... can't wait to stay again!,Gem of a Studio near Downtown,13879,Todd
7679,106467,9/27/2010,Janet,Joep and Courtney were very good host.  It's a clean safe and healthy environment.  The breakfast room was the highlight with fresh bread teas and coffee and local produce and a nice open room and porch on which to relax.  We would recommend this Bed & Breakfast to anyone.,North Austin garden haven,17333,Joep And Courtney
22982,106413,9/27/2010,J.T.,Fantastic place located right in the heart of Clarksville - 5-10 minutes from downtown 5-10 minutes from UT/football stadium easy mopac and 35 access. It was  definitely very clean and stylish. Included free wifi Uverse tv ipod dock/radio. Owners Gina and Ken were as acommodating and cool as they could possibly be and were very easy to get in contact with prior to my stay. I've stayed at just about all hotels downtown over the past few years for various occasions(omni sfa radisson driskill etc.) and I really think this (particular place and overall concept)is a far better deal and highly recommend it.   ,Private Clarksville $160/nt ,89031,Gina
27632,106527,9/27/2010,Liz,This place is adorable! It is in a very nice location and has tons to do within a short walk. Very clean and cute. The next time we return to Austin we will without a doubt stay here if it is available of coarse.,Clarksville Condo - Minutes to DT!,119441,Angele
5456,107149,9/28/2010,Adrienne,Sylvia's place is so perfect and she is such a warm and welcoming host.  We (best friend and I) stayed for 5 nights and were extremely comfortable the whole time.  The house has everything you would need- comfortable beds and bedding kitchen with dishes and glasses and a tv with a vcr and a fun collection of movies!  I loved Sylvia's dogs (especially Boo Boo who came and hung out with us often) and Sylvia also gave us really great recommendations for food shopping and things to do.  I can't wait to come back to Austin and when I do I will definitely stay with Sylvia again.  Overall wonderful experience.  ,Walk to 6th St and Convention Ctr,8028,Sylvia
5456,108951,9/30/2010,Jessica,"We really enjoyed Sylvia's place. It was perfect for our time we had in Austin. Its in an ideal location surrounded by plants flowers and trees. Very clean with lots of natural light. 
Great extras too like movies music and brochures. She was also very flexible about our checkout time. 
We will definitely be booking again!",Walk to 6th St and Convention Ctr,8028,Sylvia
7679,111673,10/4/2010,Sherri,Joep and Courtney are a delightful couple. Their peaceful and relaxed home made a weekend business trip to Austin a welcome change from the traditional hotel experience. My room and private bath were very comfortable and while their home has convenient access to I-35 it was very quiet. ,North Austin garden haven,17333,Joep And Courtney
5769,111845,10/4/2010,Carolyn,Meeting Elizabeth very briefly she seems very sweet with a desire for hospitality.  I felt safe and the room was adequate for my need to get a good night sleep and a place to clean up. I don't think I could have found a better price unless I was staying with a relative or friend!,NW Austin Rooms,8186,Elizabeth
6251,114336,10/8/2010,Matt,"The loft was AWESOME. It was clean the bed was incredibly comfy and I love the fact that I could use Airtunes and stream my music wirelessly to the stereo.

Fred is a great host and the 3 page guide to Austin Fred sent before my arrival was very helpful.

Overall it was an excellent experience. ",Beautiful 1200 SQFT East Side Loft!,13096,Frederick
50310,114923,10/9/2010,T,Wonderful clean spacious studio. Sevylla was there to greet us and show us how things worked. She was personable artsy and had great decorating style! Her place is right on the bus line so it takes $1 and about 35 minutes to get into the downtown area or a $20 cab ride. Totally recommend this place!,Super Hip South Austin Studio,230553,Sevylla
6413,114889,10/9/2010,Carl,We had a completely enjoyable stay at Amy and Todds's Riverside Gem.  The place was quiet convenient to everything immaculate and the cottage was everything advertised with more than a few personal thoughtful touches thrown in. We'll certainly consider this to be our first choice whenever we stay in Austin!,Gem of a Studio near Downtown,13879,Todd
7679,116572,10/11/2010,Cynthia,Joep and Courtney were great hosts - friendly and accomodating with a comfortable space close to lots of things. We loved it!,North Austin garden haven,17333,Joep And Courtney
6251,116325,10/11/2010,Andrea,"Very nice apartment! love the decoration and furnitures!!
Really near to the center and very quiet place to stay.
We enjoyed so much! I really recomend this loft!!
thanks Frederick for everything!",Beautiful 1200 SQFT East Side Loft!,13096,Frederick
5456,115791,10/11/2010,Evelyn,Sylvia was an amazing host. I had 2 girlfriends come in from out of town for Austin City Limits 2010 and Sylvia had great local recommendations for us of things to do and places to eat. One of the nights Sylvia came and picked us up from Austin City Limits at night because the walk from the shuttle would have been too long at night!! I couldn't believe how gracious she was and so utterly nice about helping us in any way she can. The apartment was very quaint and cozy and had everything we needed - towels dishware sheets etc. Sylvia made the experience so easy and very enjoyable!!,Walk to 6th St and Convention Ctr,8028,Sylvia
52874,117684,10/12/2010,Priscilla,Jill was a wonderful host and very helpful. She showed me around Austin helped me get to Austin City Limits and made sure that I had all the accommodations I needed. Her bungalow is amazing and beautiful. I highly recommend staying with her and if I travel to Austin again I will definitely be seeking her establishment again. Thank you so much Jill! I had an amazing time!,Charming Studio South AustinTx.,245318,Jill
5769,117992,10/12/2010,Theodore,Super helpful and convenient!,NW Austin Rooms,8186,Elizabeth
5769,118770,10/13/2010,Theodore,Super helpful and convenient!,NW Austin Rooms,8186,Elizabeth
46929,118890,10/14/2010,Olga,Stayed with Susan and Anthony for 4 days - what a lovely setup!  The suite was spacious clean and very comfortable. Susan and Anthony were very gracious and helpful and served us a delicious breakfast every morning.  I highly recommend the room and the hosts!  The only small suggestion for improvement is to perhaps have a mini-fridge in the room to make left-overs easier to deal with.  Thumbs up!   ,Tarrytown Apt - just West of DT!,210965,Susan
5456,121033,10/17/2010,Rich,Sylvia is a warm and welcoming host. Her place was comfortable and close to Red River music venues as well as 6th street. A great place close to all.   ,Walk to 6th St and Convention Ctr,8028,Sylvia
46929,121757,10/18/2010,Zedric,"Susan and Anthony were gracious hosts. Both were very pleasant and helpful. Anthony gave me a detailed map of the area along with a little history of the neighborhood. Susan kindly offered to get lattes and breakfast tacos for us. The room was comfy plus the location made for easy commutes to Downtown.

I'm glad we chose this over a hotel. I'm definitely looking forward to booking with them again in the future.",Tarrytown Apt - just West of DT!,210965,Susan
8502,121651,10/18/2010,Kenan,Karen is a gracious host and very welcoming.  Both the location and the space were perfect for my needs - close enough to downtown and the University yet not right the thick of things.,Woodland Studio Lodging,25298,Karen
6251,124603,10/22/2010,Slavica,"The loft is awesome spacious comfortable and clean the location is perfect if you want to spend time downtown.Fred answered every email very quickly.Highly  recommended!
",Beautiful 1200 SQFT East Side Loft!,13096,Frederick
5456,124313,10/22/2010,Joshua,Sylvia is a wonderful host!  Very knowledgeable about Austin and has great suggestions.  The room is very nice and clean and in an extremely easy location to downtown and the Sixth Street or Soco areas.  A bit noisy so be careful if you are a very light sleeper but excellent besides that!,Walk to 6th St and Convention Ctr,8028,Sylvia
46929,126035,10/24/2010,Robert,Excellent setting and beautiful suite in this quiet original well to do central Austin neighborhood just minutes to downtown. Susan and Anthony are attentive and responsive hosts and at the ready in the morning to provide a coffee of your choice! Will definitely stay again.,Tarrytown Apt - just West of DT!,210965,Susan
5456,126261,10/25/2010,Joyce,Just had a terrific stay at Sylvia's place.  Perfect cozy and comfortable! ,Walk to 6th St and Convention Ctr,8028,Sylvia
5769,128529,10/27/2010,Isis,Elizabeth was a WONDERFUL hostess. Right from the start she greeted me with a big packet of information about Austin and her home. Then throughout my stay she stayed in touch by e-mail to answer any questions I might have. In addition to all of this she is a beautiful and warm person. You would be fortunate to meet her:),NW Austin Rooms,8186,Elizabeth
5456,128303,10/27/2010,Adrian,"Sylvia is very hospitable and that's why the rating has stars.

The neighborhood didn't feel walkable on Sunday: many places were closed when I went out including the BBQ place mentioned in the guide.  I also didn't see anyone else ""walking"" near the place except people asking me for money.

The cottage fell short of our expectations considering we stayed in thrilling soco in an insect-free modern cabin for less money the two nights prior.

That said if you want to be in walking distance to the convention center and/or are in need of two beds this place could be worth a look.",Walk to 6th St and Convention Ctr,8028,Sylvia
